make,model,class,drive,transmission,cylinders,engine_displacement,fuel_type,fuel_type_1,city_mpg,highway_mpg,co2,fuel_economy_score,ghg_score
Cadillac,CTS AWD,Midsize Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,21,29,368,5,5
Cadillac,CTS-V,Midsize Cars,Rear-Wheel Drive,Automatic (S8),8,6.2,Premium,Premium Gasoline,14,21,530,3,3
Cadillac,Escalade 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 8-Speed,8,6.2,Regular,Regular Gasoline,15,22,512,3,3
Cadillac,Escalade 4WD,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 8-Speed,8,6.2,Regular,Regular Gasoline,15,20,533,3,3
Cadillac,XT5,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S8),6,3.6,Regular,Regular Gasoline,19,27,395,5,5
Cadillac,XT5 AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.6,Regular,Regular Gasoline,18,26,419,4,4
Cadillac,XTS,Large Cars,Front-Wheel Drive,Automatic (S6),6,3.6,Regular,Regular Gasoline,18,28,412,5,5
Cadillac,XTS AWD,Large Cars,All-Wheel Drive,Automatic (S6),6,3.6,Regular,Regular Gasoline,17,26,439,4,4
Cadillac,XTS AWD,Large Cars,All-Wheel Drive,Automatic (S6),6,3.6,Regular,Regular Gasoline,16,23,486,3,3
Cadillac,XTS Hearse,Special Purpose Vehicle 2WD,Front-Wheel Drive,Automatic (S6),6,3.6,Regular,Regular Gasoline,15,21,525,3,3
Cadillac,XTS LIMO,Special Purpose Vehicle 2WD,Front-Wheel Drive,Automatic (S6),6,3.6,Regular,Regular Gasoline,15,21,525,3,3
Chevrolet,Camaro,Subcompact Cars,Rear-Wheel Drive,Automatic (S10),8,6.2,Premium,Premium Gasoline,12,20,591,2,2
Chevrolet,Camaro,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),6,3.6,Regular,Regular Gasoline,19,28,398,5,5
Chevrolet,Camaro,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,22,31,357,5,5
Chevrolet,Camaro,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),8,6.2,Premium,Premium Gasoline,17,27,442,4,4
Chevrolet,Camaro,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,8,6.2,Premium,Premium Gasoline,16,25,457,4,4
Chevrolet,Camaro,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,20,30,380,5,5
Chevrolet,Camaro,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3.6,Regular,Regular Gasoline,16,28,442,4,4
Chevrolet,Camaro,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,8,6.2,Premium,Premium Gasoline,14,20,560,2,2
Chevrolet,City Express Cargo Van,Special Purpose Vehicle 2WD,Front-Wheel Drive,Automatic (variable gear ratios),4,2.0,Regular,Regular Gasoline,24,26,354,5,5
Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,4,2.5,Regular,Regular Gasoline,20,26,405,5,5
Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,4,2.8,Diesel,Diesel,22,30,411,5,5
Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 8-Speed,6,3.6,Regular,Regular Gasoline,18,25,440,4,4
Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,Rear-Wheel Drive,Manual 6-Speed,4,2.5,Regular,Regular Gasoline,19,26,408,5,5
Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,4,2.5,Regular,Regular Gasoline,19,24,423,4,4
Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,4,2.8,Diesel,Diesel,20,28,449,5,4
Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,4-Wheel Drive,Automatic 8-Speed,6,3.6,Regular,Regular Gasoline,17,24,461,4,4
Chevrolet,Colorado Cab Chassis 2WD,Special Purpose Vehicle 2WD,Rear-Wheel Drive,Automatic 8-Speed,6,3.6,Regular,Regular Gasoline,15,17,547,2,2
Chevrolet,Corvette,Two Seaters,Rear-Wheel Drive,Automatic (S8),8,6.2,Premium,Premium Gasoline,15,26,477,4,4
Chevrolet,Corvette,Two Seaters,Rear-Wheel Drive,Automatic (S8),8,6.2,Premium,Premium Gasoline,13,23,540,2,2
Chevrolet,Corvette,Two Seaters,Rear-Wheel Drive,Manual 7-Speed,8,6.2,Premium,Premium Gasoline,16,25,465,4,4
Chevrolet,Corvette,Two Seaters,Rear-Wheel Drive,Manual 7-Speed,8,6.2,Premium,Premium Gasoline,15,22,503,3,3
Chevrolet,Cruze,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,30,40,265,8,8
Chevrolet,Cruze,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.4,Regular,Regular Gasoline,28,39,274,7,7
Chevrolet,Cruze Hatchback,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,29,38,278,7,7
Chevrolet,Cruze Hatchback,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.4,Regular,Regular Gasoline,28,37,286,7,7
Chevrolet,Cruze Premier,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,29,39,269,8,8
Chevrolet,Cruze Premier Hatchback,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,28,37,287,7,7
Chevrolet,Equinox AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,4,2.4,Regular,Regular Gasoline,20,28,381,5,5
Chevrolet,Equinox AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,6,3.6,Regular,Regular Gasoline,16,23,489,3,3
Chevrolet,Equinox AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,4,2.4,Gasoline or E85,Regular Gasoline,20,28,381,5,5
Chevrolet,Equinox FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 6-Speed,4,2.4,Regular,Regular Gasoline,21,31,355,5,5
Chevrolet,Equinox FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 6-Speed,6,3.6,Regular,Regular Gasoline,17,24,444,4,4
Chevrolet,Equinox FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 6-Speed,4,2.4,Gasoline or E85,Regular Gasoline,21,31,355,5,5
Chevrolet,Express 2500 2WD Passenger,"Vans, Passenger Type",Rear-Wheel Drive,Automatic 6-Speed,8,6.0,Regular,Regular Gasoline,11,16,704,1,1
Chevrolet,Express 3500 2WD Passenger,"Vans, Passenger Type",Rear-Wheel Drive,Automatic 6-Speed,8,6.0,Regular,Regular Gasoline,11,16,716,1,1
Chevrolet,Impala,Large Cars,Front-Wheel Drive,Automatic (S6),4,2.5,Regular,Regular Gasoline,22,30,360,5,5
Chevrolet,Impala,Large Cars,Front-Wheel Drive,Automatic (S6),6,3.6,Regular,Regular Gasoline,18,28,408,5,5
Chevrolet,Impala,Large Cars,Front-Wheel Drive,Automatic (S6),6,3.6,Gasoline or E85,Regular Gasoline,19,28,401,5,5
Chevrolet,Malibu,Midsize Cars,Front-Wheel Drive,Automatic 6-Speed,4,1.5,Regular,Regular Gasoline,27,36,293,7,7
Chevrolet,Malibu,Midsize Cars,Front-Wheel Drive,Automatic 9-Speed,4,2.0,Premium,Premium Gasoline,22,33,342,6,6
Chevrolet,Malibu Hybrid,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,Regular,Regular Gasoline,49,43,194,10,10
Chevrolet,Silverado 15 Hybrid 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 8-Speed,8,5.3,Regular,Regular Gasoline,18,24,447,4,4
Chevrolet,Silverado 15 Hybrid 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 8-Speed,8,5.3,Regular,Regular Gasoline,16,21,488,3,3
Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,5.3,Regular,Regular Gasoline,16,23,479,4,4
Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,6,4.3,Gasoline or E85,Regular Gasoline,18,24,448,4,4
Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,5.3,Gasoline or E85,Regular Gasoline,16,23,475,4,4
Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 8-Speed,8,6.2,Regular,Regular Gasoline,15,21,522,3,3
Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 8-Speed,8,5.3,Regular,Regular Gasoline,16,22,497,3,3
Chevrolet,Silverado C15 Cab Chassis 2WD,Special Purpose Vehicle 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,5.3,Regular,Regular Gasoline,15,20,523,3,3
Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,8,5.3,Regular,Regular Gasoline,16,22,495,3,3
Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,8,5.3,Gasoline or E85,Regular Gasoline,16,22,491,3,3
Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,6,4.3,Gasoline or E85,Regular Gasoline,17,22,473,4,4
Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 8-Speed,8,6.2,Regular,Regular Gasoline,15,20,531,3,3
Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 8-Speed,8,5.3,Regular,Regular Gasoline,15,20,533,3,3
Chevrolet,Silverado K15 Cab Chassis 4WD,Special Purpose Vehicle 4WD,4-Wheel Drive,Automatic 6-Speed,8,5.3,Regular,Regular Gasoline,15,19,523,3,3
Chevrolet,Sonic,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.8,Regular,Regular Gasoline,24,34,317,6,6
Chevrolet,Sonic,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,27,36,295,7,7
Chevrolet,Sonic,Compact Cars,Front-Wheel Drive,Manual 5-Speed,4,1.8,Regular,Regular Gasoline,25,33,312,6,6
Chevrolet,Sonic,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.4,Regular,Regular Gasoline,28,38,281,7,7
Chevrolet,Sonic 5,Small Station Wagons,Front-Wheel Drive,Automatic (S6),4,1.8,Regular,Regular Gasoline,24,34,317,6,6
Chevrolet,Sonic 5,Small Station Wagons,Front-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,27,36,295,7,7
Chevrolet,Sonic 5,Small Station Wagons,Front-Wheel Drive,Manual 5-Speed,4,1.8,Regular,Regular Gasoline,25,33,312,6,6
Chevrolet,Sonic 5,Small Station Wagons,Front-Wheel Drive,Manual 6-Speed,4,1.4,Regular,Regular Gasoline,28,38,281,7,7
Chevrolet,Spark,Subcompact Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.4,Regular,Regular Gasoline,30,38,268,8,8
Chevrolet,Spark,Subcompact Cars,Front-Wheel Drive,Manual 5-Speed,4,1.4,Regular,Regular Gasoline,29,38,271,8,8
Chevrolet,Spark ACTIV,Subcompact Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.4,Regular,Regular Gasoline,30,37,269,8,8
Chevrolet,Spark ACTIV,Subcompact Cars,Front-Wheel Drive,Manual 5-Speed,4,1.4,Regular,Regular Gasoline,29,37,278,7,7
Chevrolet,SS,Large Cars,Rear-Wheel Drive,Automatic (S6),8,6.2,Premium,Premium Gasoline,14,22,544,2,2
Chevrolet,SS,Large Cars,Rear-Wheel Drive,Manual 6-Speed,8,6.2,Premium,Premium Gasoline,14,22,520,3,3
Chevrolet,Suburban C1500 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,5.3,Regular,Regular Gasoline,16,23,477,4,4
Chevrolet,Suburban C1500 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,5.3,Gasoline or E85,Regular Gasoline,16,23,477,4,4
Chevrolet,Suburban K1500 4WD,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 6-Speed,8,5.3,Regular,Regular Gasoline,15,22,502,3,3
Chevrolet,Suburban K1500 4WD,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 6-Speed,8,5.3,Gasoline or E85,Regular Gasoline,15,22,502,3,3
Chevrolet,Tahoe C1500 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,5.3,Regular,Regular Gasoline,16,23,477,4,4
Chevrolet,Tahoe C1500 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,5.3,Gasoline or E85,Regular Gasoline,16,23,477,4,4
Chevrolet,Tahoe K1500 4WD,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 6-Speed,8,5.3,Regular,Regular Gasoline,16,22,497,3,3
Chevrolet,Tahoe K1500 4WD,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 6-Speed,8,5.3,Gasoline or E85,Regular Gasoline,16,22,497,3,3
Chevrolet,Traverse AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,6,3.6,Regular,Regular Gasoline,15,22,518,3,3
Chevrolet,Traverse FWD,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 6-Speed,6,3.6,Regular,Regular Gasoline,15,22,507,3,3
Chevrolet,Trax,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,25,33,313,6,6
Chevrolet,Trax AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,24,30,334,6,6
Chevrolet,Volt,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.5,Regular Gas or Electricity,Regular Gasoline,43,42,51,10,10
Chrysler,200,Midsize Cars,Front-Wheel Drive,Automatic 9-Speed,4,2.4,Regular,Regular Gasoline,23,36,323,6,6
Chrysler,200,Midsize Cars,Front-Wheel Drive,Automatic 9-Speed,4,2.4,Gasoline or E85,Regular Gasoline,23,36,323,6,6
Chrysler,200,Midsize Cars,Front-Wheel Drive,Automatic 9-Speed,6,3.6,Gasoline or E85,Regular Gasoline,19,31,388,5,5
Chrysler,300,Large Cars,Rear-Wheel Drive,Automatic 8-Speed,6,3.6,Regular,Regular Gasoline,19,30,389,5,5
Chrysler,300,Large Cars,Rear-Wheel Drive,Automatic 8-Speed,8,5.7,Midgrade,Midgrade Gasoline,16,25,466,4,4
Chrysler,300,Large Cars,Rear-Wheel Drive,Automatic 8-Speed,6,3.6,Gasoline or E85,Regular Gasoline,19,30,389,5,5
Chrysler,200 AWD,Midsize Cars,All-Wheel Drive,Automatic 9-Speed,6,3.6,Gasoline or E85,Regular Gasoline,18,28,405,5,5
Chrysler,300 AWD,Large Cars,All-Wheel Drive,Automatic 8-Speed,6,3.6,Regular,Regular Gasoline,18,27,415,4,4
Chrysler,300 AWD,Large Cars,All-Wheel Drive,Automatic 8-Speed,6,3.6,Gasoline or E85,Regular Gasoline,18,27,415,4,4
Chrysler,Pacifica,Minivan - 2WD,Front-Wheel Drive,Automatic 9-Speed,6,3.6,Regular,Regular Gasoline,18,28,416,5,5
Chrysler,Pacifica,Minivan - 2WD,Front-Wheel Drive,Automatic 9-Speed,6,3.6,Regular,Regular Gasoline,19,28,401,5,5
Chrysler,Pacifica Plug-in Hybrid,Minivan - 2WD,Front-Wheel Drive,Automatic (variable gear ratios),6,3.6,Regular Gas and Electricity,Regular Gasoline,32,33,106,10,10
Dodge,Challenger,Midsize Cars,Rear-Wheel Drive,Automatic 8-Speed,6,3.6,Regular,Regular Gasoline,19,30,389,5,5
Dodge,Challenger,Midsize Cars,Rear-Wheel Drive,Automatic 8-Speed,8,5.7,Midgrade,Midgrade Gasoline,16,25,466,4,4
Dodge,Challenger,Midsize Cars,Rear-Wheel Drive,Automatic 8-Speed,8,6.4,Premium,Premium Gasoline,15,25,486,3,3
Dodge,Challenger,Midsize Cars,Rear-Wheel Drive,Manual 6-Speed,8,5.7,Premium,Premium Gasoline,15,23,494,3,3
Dodge,Challenger,Midsize Cars,Rear-Wheel Drive,Manual 6-Speed,8,6.4,Premium,Premium Gasoline,14,23,523,3,3
Dodge,Challenger GT,Midsize Cars,All-Wheel Drive,Automatic 8-Speed,6,3.6,Regular,Regular Gasoline,18,27,415,4,4
Dodge,Challenger SRT,Midsize Cars,Rear-Wheel Drive,Automatic 8-Speed,8,6.2,Premium,Premium Gasoline,13,22,546,2,2
Dodge,Challenger SRT,Midsize Cars,Rear-Wheel Drive,Automatic 8-Speed,8,6.4,Premium,Premium Gasoline,15,25,486,3,3
Dodge,Challenger SRT,Midsize Cars,Rear-Wheel Drive,Manual 6-Speed,8,6.2,Premium,Premium Gasoline,13,21,567,2,2
Dodge,Challenger SRT,Midsize Cars,Rear-Wheel Drive,Manual 6-Speed,8,6.4,Premium,Premium Gasoline,14,23,523,3,3
Dodge,Charger,Large Cars,Rear-Wheel Drive,Automatic 8-Speed,6,3.6,Regular,Regular Gasoline,19,30,389,5,5
Dodge,Charger,Large Cars,Rear-Wheel Drive,Automatic 8-Speed,8,5.7,Midgrade,Midgrade Gasoline,16,25,466,4,4
Dodge,Charger,Large Cars,Rear-Wheel Drive,Automatic 8-Speed,8,6.4,Premium,Premium Gasoline,15,25,486,3,3
Dodge,Charger,Large Cars,Rear-Wheel Drive,Automatic 8-Speed,6,3.6,Gasoline or E85,Regular Gasoline,19,30,389,5,5
Dodge,Charger AWD,Large Cars,All-Wheel Drive,Automatic 8-Speed,6,3.6,Regular,Regular Gasoline,18,27,415,4,4
Dodge,Charger AWD,Large Cars,All-Wheel Drive,Automatic 8-Speed,6,3.6,Gasoline or E85,Regular Gasoline,18,27,415,4,4
Dodge,Charger SRT,Large Cars,Rear-Wheel Drive,Automatic 8-Speed,8,6.2,Premium,Premium Gasoline,13,22,546,2,2
Dodge,Charger SRT,Large Cars,Rear-Wheel Drive,Automatic 8-Speed,8,6.4,Premium,Premium Gasoline,15,25,486,3,3
Dodge,Durango AWD,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 8-Speed,6,3.6,Regular,Regular Gasoline,18,25,427,4,4
Dodge,Durango AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 8-Speed,8,5.7,Midgrade,Midgrade Gasoline,14,22,523,3,3
Dodge,Durango RWD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 8-Speed,8,5.7,Midgrade,Midgrade Gasoline,14,22,525,3,3
Dodge,Durango RWD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 8-Speed,6,3.6,Regular,Regular Gasoline,19,26,414,4,4
Dodge,Grand Caravan,Minivan - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,3.6,Regular,Regular Gasoline,17,25,445,4,4
Dodge,Grand Caravan,Minivan - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,3.6,Gasoline or E85,Regular Gasoline,17,25,445,4,4
Dodge,Journey,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 4-Speed,4,2.4,Regular,Regular Gasoline,19,25,420,4,4
Dodge,Journey,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 6-Speed,6,3.6,Gasoline or E85,Regular Gasoline,17,25,456,4,4
Dodge,Journey AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,6,3.6,Regular,Regular Gasoline,16,24,470,4,4
Dodge,Viper,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,10,8.4,Premium,Premium Gasoline,12,19,623,1,1
Ferrari,488 GTB,Two Seaters,Rear-Wheel Drive,Auto(AM7),8,3.9,Premium,Premium Gasoline,15,22,501,3,3
Ferrari,488 GTB,Two Seaters,Rear-Wheel Drive,Auto(AM7),8,3.9,Premium,Premium Gasoline,16,22,495,3,3
Ferrari,488 Spider,Two Seaters,Rear-Wheel Drive,Auto(AM7),8,3.9,Premium,Premium Gasoline,15,22,501,3,3
Ferrari,488 Spider,Two Seaters,Rear-Wheel Drive,Auto(AM7),8,3.9,Premium,Premium Gasoline,16,22,495,3,3
Ferrari,California T,Minicompact Cars,Rear-Wheel Drive,Auto(AM7),8,3.9,Premium,Premium Gasoline,16,23,487,3,3
Ferrari,California T,Minicompact Cars,Rear-Wheel Drive,Auto(AM7),8,3.9,Premium,Premium Gasoline,16,23,478,4,4
Ferrari,F12 Berlinetta,Two Seaters,Rear-Wheel Drive,Auto(AM7),12,6.3,Premium,Premium Gasoline,12,16,672,1,1
Ferrari,F12 Berlinetta,Two Seaters,Rear-Wheel Drive,Auto(AM7),12,6.3,Premium,Premium Gasoline,12,16,662,1,1
Ferrari,F12 tdf,Two Seaters,Rear-Wheel Drive,Auto(AM7),12,6.3,Premium,Premium Gasoline,11,15,711,1,1
Ferrari,F12 tdf,Two Seaters,Rear-Wheel Drive,Auto(AM7),12,6.3,Premium,Premium Gasoline,11,15,697,1,1
Ferrari,GTC4Lusso,Minicompact Cars,Part-time 4-Wheel Drive,Auto(AM7),12,6.3,Premium,Premium Gasoline,11,17,674,1,1
Ferrari,GTC4Lusso,Minicompact Cars,Part-time 4-Wheel Drive,Auto(AM7),12,6.3,Premium,Premium Gasoline,12,17,661,1,1
Ferrari,LaFerrari Aperta,Two Seaters,Part-time 4-Wheel Drive,Auto(AM7),12,6.3,Premium,Premium Gasoline,12,15,683,1,1
Fiat,500,Minicompact Cars,Front-Wheel Drive,Automatic 6-Speed,4,1.4,Premium,Premium Gasoline,27,33,300,7,7
Fiat,500,Minicompact Cars,Front-Wheel Drive,Automatic 6-Speed,4,1.4,Premium,Premium Gasoline,24,32,326,6,6
Fiat,500,Minicompact Cars,Front-Wheel Drive,Manual 5-Speed,4,1.4,Premium,Premium Gasoline,31,38,264,8,8
Fiat,500,Minicompact Cars,Front-Wheel Drive,Manual 5-Speed,4,1.4,Premium,Premium Gasoline,28,33,299,7,7
Fiat,124 Spider,Two Seaters,Rear-Wheel Drive,Automatic 6-Speed,4,1.4,Premium,Premium Gasoline,25,36,302,7,7
Fiat,124 Spider,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,4,1.4,Premium,Premium Gasoline,26,35,298,7,7
Fiat,500 Abarth,Minicompact Cars,Front-Wheel Drive,Automatic 6-Speed,4,1.4,Premium,Premium Gasoline,24,32,326,6,6
Fiat,500 Abarth,Minicompact Cars,Front-Wheel Drive,Manual 5-Speed,4,1.4,Premium,Premium Gasoline,28,33,299,7,7
Fiat,500 L,Small Station Wagons,Front-Wheel Drive,Automatic 6-Speed,4,1.4,Premium,Premium Gasoline,22,30,356,5,5
Fiat,500 X,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 9-Speed,4,2.4,Regular,Regular Gasoline,22,30,353,5,5
Fiat,500 X,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Manual 6-Speed,4,1.4,Premium,Premium Gasoline,25,33,317,6,6
Fiat,500 X AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 9-Speed,4,2.4,Regular,Regular Gasoline,21,29,364,5,5
Ford,C-MAX Energi Plug-In Hybrid,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,2.0,Regular Gas and Electricity,Regular Gasoline,41,38,122,10,10
Ford,C-MAX Hybrid FWD,Large Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,2.0,Regular,Regular Gasoline,42,38,222,9,9
Ford,Edge AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,2.0,Regular,Regular Gasoline,20,27,393,5,5
Ford,Edge AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,17,24,457,4,4
Ford,Edge AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,2.7,Regular,Regular Gasoline,17,24,454,4,4
Ford,Edge FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.0,Regular,Regular Gasoline,20,29,370,5,5
Ford,Edge FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.0,Regular,Regular Gasoline,21,29,370,5,5
Ford,Edge FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,17,26,435,4,4
Ford,Escape AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,2.0,Regular,Regular Gasoline,20,27,386,5,5
Ford,Escape AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,1.5,Regular,Regular Gasoline,22,28,370,5,5
Ford,Escape FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.5,Regular,Regular Gasoline,21,29,369,5,5
Ford,Escape FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,1.5,Regular,Regular Gasoline,23,30,342,6,6
Ford,Escape FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.0,Regular,Regular Gasoline,22,29,357,5,5
Ford,Escape FWD FFV,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.5,Gasoline or E85,Regular Gasoline,21,29,369,5,5
Ford,Expedition 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,15,21,507,3,3
Ford,Expedition 4WD,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,15,20,537,3,3
Ford,Expedition EL 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,15,20,535,3,3
Ford,Expedition EL 4WD,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,15,19,543,2,2
Ford,Explorer 2WD FFV,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),6,3.5,Gasoline or E85,Regular Gasoline,17,24,452,4,4
Ford,Explorer AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,2.3,Regular,Regular Gasoline,18,25,430,4,4
Ford,Explorer AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,16,23,475,4,4
Ford,Explorer AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,16,22,494,3,3
Ford,Explorer AWD FFV,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,3.5,Gasoline or E85,Regular Gasoline,16,23,475,4,4
Ford,Explorer FWD,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.3,Regular,Regular Gasoline,19,27,408,5,5
